begin,end,participant,utterance,source,utterance_raw,language,corpus,duration,uid,nature,utterance_stripped,nwords,nchar,n,rank,freq,overlap,priorby,FTO,overlapped,talk_all,talk_rel,load,transitions,turns_all,turns_rel,participants,rank_perc,freq_perc
345816.00000000006,346245,spreker2 [v] (TIE2),ja,/dutch2/DVA15Y,ja,dutch,dutch2,428.9999999999418,dutch-06-290-345816,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,365.0000000000582,overlapped,8455,0.428976936723832,0.895656779661017,2,7,0.428571428571429,2,10,100
345828,347653,spreker1 [v] (TIE0),dan ga 'k dat proberen te ontdekken uit de brief,/dutch2/DVA15Y,dan ga 'k dat proberen te ontdekken uit de brief,dutch,dutch2,1825,dutch-06-291-345828,talk,dan ga 'k dat proberen te ontdekken uit de brief,10,48,1,205,1.5556098217596995e-10,partial,other,-417,NA,10280,0.647178988326848,0.9476401179941,3,8,0.625,2,100,69
349082.99999999994,351584,spreker1 [v] (TIE0),en zou dit ook iemand zijn die iedere week bij de huisarts komt?,/dutch2/DVA15Y,en zou dit ook iemand zijn die iedere week bij de huisarts komt?,dutch,dutch2,2501.000000000058,dutch-06-292-349083,talk,en zou dit ook iemand zijn die iedere week bij de huisarts komt?,13,64,1,205,1.5556098217596995e-10,NA,self,NA,NA,10528,0.869490881458967,0.888288896388795,3,8,0.75,2,100,69
351584,354042.00000000006,spreker1 [v] (TIE0),tenminste als de huis*a heeft gezegd dat ie niet iedere dag mag komen,/dutch2/DVA15Y,tenminste als de huis*a heeft gezegd dat ie niet iedere dag mag komen,dutch,dutch2,2458.000000000058,dutch-06-293-351584,talk,tenminste als de huis*a heeft gezegd dat ie niet iedere dag mag komen,13,69,1,205,1.5556098217596995e-10,NA,self,NA,NA,10748,0.960178637886118,0.870847512558742,2,7,0.857142857142857,2,100,69
354042.00000000006,355437,spreker1 [v] (TIE0),dat ie dan alleen nog maar iedere week gaat,/dutch2/DVA15Y,dat ie dan alleen nog maar iedere week gaat,dutch,dutch2,1394.9999999999418,dutch-06-294-354042,talk,dat ie dan alleen nog maar iedere week gaat,9,43,1,205,1.5556098217596995e-10,NA,self,NA,NA,8606,0.950267255403207,0.894501611059141,1,5,0.8,2,100,69
355437,356372,spreker1 [v] (TIE0),zo-zo'n*u  type,/dutch2/DVA15Y,zo-zo'n*u  type,dutch,dutch2,935,dutch-06-295-355437,talk,zo-zo'n*u type,2,14,1,205,1.5556098217596995e-10,NA,self,NA,NA,9541,0.955140970548161,0.903846153846154,1,6,0.833333333333333,2,100,69
356462,359058.99999999994,spreker2 [v] (TIE2),nou na dit 's 't is uh,/dutch2/DVA15Y,nou na dit 's 't is uh,dutch,dutch2,2596.999999999942,dutch-06-296-356462,talk,nou na dit 's 't is uh,7,22,1,205,1.5556098217596995e-10,NA,other,90,overlapped,9884,0.262646701740186,0.990777866880513,1,5,0.2,2,100,69
357730,358552,spreker1 [v] (TIE0),daar let je niet zo op?,/dutch2/DVA15Y,daar let je niet zo op?,dutch,dutch2,822,dutch-06-297-357730,talk,daar let je niet zo op?,6,23,1,205,1.5556098217596995e-10,full,other,-1328.9999999999418,NA,10706,0.757519148141229,1.07317562149158,2,6,0.833333333333333,2,100,69
359058.99999999994,360557,spreker2 [v] (TIE2),nee d*a ik probeer dat wel in te schatten,/dutch2/DVA15Y,nee d*a ik probeer dat wel in te schatten,dutch,dutch2,1498.0000000000582,dutch-06-298-359059,talk,nee d*a ik probeer dat wel in te schatten,9,41,1,205,1.5556098217596995e-10,NA,other,506.9999999999418,NA,12204,0.335463782366437,1.06362210214398,3,7,0.285714285714286,2,100,69
360557,361549,spreker2 [v] (TIE2),en uh nou,/dutch2/DVA15Y,en uh nou,dutch,dutch2,992,dutch-06-299-360557,talk,en uh nou,3,9,10,196,1.5556098217596996e-9,NA,self,NA,NA,10695,0.475549322113137,1.07325639739087,3,7,0.428571428571429,2,27,75
361549,363248,spreker2 [v] (TIE2),bede-behalve*u dan dat 't type is,/dutch2/DVA15Y,bede-behalve*u dan dat 't type is,dutch,dutch2,1699,dutch-06-300-361549,talk,bede-behalve*u dan dat 't type is,6,33,1,205,1.5556098217596995e-10,NA,self,NA,NA,12394,0.547442310795546,1.06258573388203,3,8,0.5,2,100,69
363248,365498,spreker2 [v] (TIE2),die denkt dat 'n raadsvoorzitter*n altijd 'n man moet zijn,/dutch2/DVA15Y,die denkt dat 'n raadsvoorzitter*n altijd 'n man moet zijn,dutch,dutch2,2250,dutch-06-301-363248,talk,die denkt dat 'n raadsvoorzitter*n altijd 'n man moet zijn,10,58,1,205,1.5556098217596995e-10,NA,self,NA,NA,12186,0.741424585590021,1.06372206703911,3,8,0.625,2,100,69
365737,366098,spreker1 [v] (TIE0),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,361,dutch-06-302-365737,laugh,NA,NA,NA,NA,NA,NA,NA,other,239,overlapped,10218,0.115776081424936,1.06039850560399,3,7,0.285714285714286,2,NA,NA
366042,368887,spreker2 [v] (TIE2),stond uh geachte meneer cornelissen uh boven,/dutch2/DVA15Y,stond uh geachte meneer cornelissen uh boven,dutch,dutch2,2845,dutch-06-303-366042,talk,stond uh geachte meneer cornelissen uh boven,7,44,1,205,1.5556098217596995e-10,partial,other,-56,overlapped,13063,0.909438873153181,1.05134808853119,4,8,0.75,2,100,69
366402,366819,spreker1 [v] (TIE0),ja,/dutch2/DVA15Y,ja,dutch,dutch2,417,dutch-06-304-366402,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-2485,NA,13480,0.118694362017804,1.08490945674044,5,9,0.333333333333333,2,10,100
367805,368504,spreker1 [v] (TIE0),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,699,dutch-06-305-367805,laugh,NA,NA,NA,NA,NA,NA,full,self_during_other,-1082,NA,10761,0.137254901960784,1.09493284493285,3,8,0.375,2,NA,NA
369653,370652,spreker2 [v] (TIE2),uhm,/dutch2/DVA15Y,uhm,dutch,dutch2,999,dutch-06-306-369653,talk,uhm,1,3,2937,9,4.568826046508238e-7,NA,other,1149,overlapped,10262,0.856070941336971,1.01654284299158,4,8,0.625,2,16,85
369995,371347,spreker1 [v] (TIE0),'n realistisch iemand hoor 'k,/dutch2/DVA15Y,'n realistisch iemand hoor 'k,dutch,dutch2,1352,dutch-06-307-369995,talk,'n realistisch iemand hoor 'k,5,29,1,205,1.5556098217596995e-10,partial,other,-657,NA,11614,0.243585328052351,1.07636700648749,5,9,0.444444444444444,2,100,69
371347,371539,spreker1 [v] (TIE0),ja,/dutch2/DVA15Y,ja,dutch,dutch2,192,dutch-06-308-371347,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,self,NA,NA,10814,0.279360088773812,1.08248248248248,5,9,0.555555555555556,2,10,100
371655,372601,spreker2 [v] (TIE2),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,946,dutch-06-309-371655,laugh,NA,NA,NA,NA,NA,NA,NA,other,116,overlapped,10061,0.699731637014213,1.07569763712178,6,9,0.444444444444444,2,NA,NA
371674,373825,spreker1 [v] (TIE0),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,2151,dutch-06-310-371674,laugh,NA,NA,NA,NA,NA,NA,partial,other,-927,overlapped,12212,0.423517851293809,1.15458069395859,7,10,0.6,2,NA,NA
373446,375515,spreker2 [v] (TIE2),ja had ie uhm,/dutch2/DVA15Y,ja had ie uhm,dutch,dutch2,2069,dutch-06-311-373446,talk,ja had ie uhm,4,13,1,205,1.5556098217596995e-10,partial,other,-379,NA,12031,0.570110547751642,1.23041521783596,7,10,0.4,2,100,69
376244,376526,spreker2 [v] (TIE2),ja,/dutch2/DVA15Y,ja,dutch,dutch2,282,dutch-06-312-376244,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,self,NA,NA,9107,0.471725046667399,0.899545634136705,5,9,0.444444444444444,2,10,100
376639,378146,spreker2 [v] (TIE2),had 'k had 'k wel de indruk dat 't,/dutch2/DVA15Y,had 'k had 'k wel de indruk dat 't,dutch,dutch2,1507,dutch-06-313-376639,talk,had 'k had 'k wel de indruk dat 't,9,34,1,205,1.5556098217596995e-10,NA,self,NA,NA,10197,0.569088947729724,0.986074847693647,5,9,0.555555555555556,2,100,69
378146,380399,spreker2 [v] (TIE2),nu  'n groots probleem is en dat ie nu ten einde raad,/dutch2/DVA15Y,nu  'n groots probleem is en dat ie nu ten einde raad,dutch,dutch2,2253,dutch-06-314-378146,talk,nu 'n groots probleem is en dat ie nu ten einde raad,12,52,1,205,1.5556098217596995e-10,NA,self,NA,NA,11751,0.685558675857374,1.09352317141262,4,9,0.666666666666667,2,100,69
380399,382697,spreker2 [v] (TIE2),de uh de raadsvoorzitter*n nu vraagt,/dutch2/DVA15Y,de uh de raadsvoorzitter*n nu vraagt,dutch,dutch2,2298,dutch-06-315-380399,talk,de uh de raadsvoorzitter*n nu vraagt,6,36,1,205,1.5556098217596995e-10,NA,self,NA,NA,11698,0.799709352025987,1.03066079295154,3,8,0.75,2,100,69
382697,384342,spreker2 [v] (TIE2),om uh om hulp,/dutch2/DVA15Y,om uh om hulp,dutch,dutch2,1645,dutch-06-316-382697,talk,om uh om hulp,4,13,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,10054,1,0.922723935389134,0,6,1,1,100,69
383508,384994,spreker1 [v] (TIE0),je weet alleen niet meer wat 't probleem was?,/dutch2/DVA15Y,je weet alleen niet meer wat 't probleem was?,dutch,dutch2,1486,dutch-06-317-383508,talk,je weet alleen niet meer wat 't probleem was?,9,45,1,205,1.5556098217596995e-10,partial,other,-834,NA,9471,0.156900010558547,1.0824,1,6,0.166666666666667,2,100,69
385343,385917.00000000006,spreker2 [v] (TIE2),maar moet 'k,/dutch2/DVA15Y,maar moet 'k,dutch,dutch2,574.0000000000582,dutch-06-318-385343,talk,maar moet 'k,3,12,1,205,1.5556098217596995e-10,NA,other,349,overlapped,10045,0.852065704330513,1.03845756228678,2,7,0.857142857142857,2,100,69
385827,386638,spreker1 [v] (TIE0),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,811,dutch-06-319-385827,laugh,NA,NA,NA,NA,NA,NA,partial,other,-90.00000000005821,overlapped,10856,0.211588061901253,1.04444872041562,3,8,0.25,2,NA,NA
385917.00000000006,387190,spreker2 [v] (TIE2),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,1272.9999999999418,dutch-06-320-385917,laugh,NA,NA,NA,NA,NA,NA,partial,other,923.0000000000582,overlapped,12128,0.810603562005277,1.10798465192764,4,9,0.777777777777778,2,NA,NA
386638,387934,spreker1 [v] (TIE0),hij was wel echt ten einde raad,/dutch2/DVA15Y,hij was wel echt ten einde raad,dutch,dutch2,1296,dutch-06-321-386638,talk,hij was wel echt ten einde raad,7,31,1,205,1.5556098217596995e-10,partial,other,-552,NA,13142,0.273398265104246,1.1635236830456,5,9,0.333333333333333,2,100,69
387934,390813,spreker1 [v] (TIE0),maar je hebt je niet echt [laugh] verdiept in 't probleem zelf,/dutch2/DVA15Y,maar je hebt je niet echt ggg verdiept in 't probleem zelf,dutch,dutch2,2879,dutch-06-322-387934,talk,maar je hebt je niet echt verdiept in 't probleem zelf,11,54,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,14514,0.445914289651371,1.14581195231704,5,9,0.444444444444444,2,100,69
389241,389939,spreker2 [v] (TIE2),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,698,dutch-06-323-389241,laugh,NA,NA,NA,NA,NA,NA,full,other,-1572,NA,12959,0.500578748360213,1.24438256193586,6,9,0.555555555555556,2,NA,NA
389939,393314,spreker2 [v] (TIE2),ja ik vo*a ik ik vond 't probleem zelf uh,/dutch2/DVA15Y,ja ik vo*a ik ik vond 't probleem zelf uh,dutch,dutch2,3375,dutch-06-324-389939,talk,ja ik vo*a ik ik vond 't probleem zelf uh,10,41,1,205,1.5556098217596995e-10,NA,self_during_other,-874,overlapped,16334,0.603771274641851,1.26473093302362,6,10,0.6,2,100,69
392311,393145,spreker1 [v] (TIE0),niet zo interessant,/dutch2/DVA15Y,niet zo interessant,dutch,dutch2,834,dutch-06-325-392311,talk,niet zo interessant,3,19,1,205,1.5556098217596995e-10,full,other,-1003,NA,14870,0.491324815063887,1.40058396910615,7,10,0.5,2,100,69
393314,395336,spreker2 [v] (TIE2),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,2022,dutch-06-326-393314,laugh,NA,NA,NA,NA,NA,NA,NA,other,169,NA,15247,0.520823768610218,1.28905985796415,7,10,0.5,2,NA,NA
395336,397330,spreker2 [v] (TIE2),en en ik wist niet zo goed wat 'k d'r mee aan moest,/dutch2/DVA15Y,en en ik wist niet zo goed wat 'k d'r mee aan moest,dutch,dutch2,1994,dutch-06-327-395336,talk,en en ik wist niet zo goed wat 'k d'r mee aan moest,13,51,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,15755,0.630593462392891,1.31434053558021,6,10,0.6,2,100,69
397049,397984,spreker1 [v] (TIE0),maar wat was dan 't probleem?,/dutch2/DVA15Y,maar wat was dan 't probleem?,dutch,dutch2,935,dutch-06-328-397049,talk,maar wat was dan 't probleem?,6,29,1,205,1.5556098217596995e-10,partial,other,-281,overlapped,12737,0.364921096019471,1.2673631840796,4,7,0.428571428571429,2,100,69
397330,397893,spreker2 [v] (TIE2),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,563,dutch-06-329-397330,laugh,NA,NA,NA,NA,NA,NA,full,other,-654,NA,13300,0.650526315789474,1.32338308457711,5,8,0.625,2,NA,NA
398772,399561,spreker2 [v] (TIE2),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,789,dutch-06-330-398772,laugh,NA,NA,NA,NA,NA,NA,NA,self_during_other,788,NA,11210,0.842194469223907,1.08624031007752,4,8,0.75,2,NA,NA
399842,400991,spreker2 [v] (TIE2),ja ik weet 't echt niet meer,/dutch2/DVA15Y,ja ik weet 't echt niet meer,dutch,dutch2,1149,dutch-06-331-399842,talk,ja ik weet 't echt niet meer,7,28,1,205,1.5556098217596995e-10,NA,self,NA,NA,11661,0.848297744618815,1.05510314875136,4,8,0.75,2,100,69
400991,402642,spreker2 [v] (TIE2),dan zou 'k die brief d'r even bij moeten pakken,/dutch2/DVA15Y,dan zou 'k die brief d'r even bij moeten pakken,dutch,dutch2,1651,dutch-06-332-400991,talk,dan zou 'k die brief d'r even bij moeten pakken,10,47,1,205,1.5556098217596995e-10,NA,self,NA,NA,9937,0.821978464325249,0.961862356015875,3,8,0.75,2,100,69
403292.00000000006,403747,spreker1 [v] (TIE0),niet echt,/dutch2/DVA15Y,niet echt,dutch,dutch2,454.9999999999418,dutch-06-333-403292,talk,niet echt,2,9,20,186,3.111219643519399e-9,NA,other,650.0000000000582,NA,9557,0.145338495343727,0.916035656091249,3,8,0.25,2,25,76
403747,406593,spreker1 [v] (TIE0),echt niet diegene die vindt dat de hondenbezitters worden gesataniseerd*n?,/dutch2/DVA15Y,echt niet diegene die vindt dat de hondenbezitters worden gesataniseerd*n?,dutch,dutch2,2846,dutch-06-334-403747,talk,echt niet diegene die vindt dat de hondenbezitters worden gesataniseerd*n?,10,74,1,205,1.5556098217596995e-10,NA,self,NA,NA,10381,0.407956844234659,0.922181753575553,3,8,0.375,2,100,69
406593,407261,spreker2 [v] (TIE2),nee nee nee,/dutch2/DVA15Y,nee nee nee,dutch,dutch2,668,dutch-06-335-406593,talk,nee nee nee,3,11,269,50,4.1845904205335926e-8,NA,other,0,overlapped,9055,0.532302595251242,0.886701919310615,3,8,0.625,2,21,80
407213,407573,spreker1 [v] (TIE0),nee,/dutch2/DVA15Y,nee,dutch,dutch2,360,dutch-06-336-407213,talk,nee,1,3,9041,2,1.4064268398529449e-6,partial,other,-48,overlapped,8480,0.431603773584906,0.827882456311627,3,8,0.375,2,11,91
407261,409029,spreker2 [v] (TIE2),nee ik heb helemaal geen mail gehad over,/dutch2/DVA15Y,nee ik heb helemaal geen mail gehad over,dutch,dutch2,1768,dutch-06-337-407261,talk,nee ik heb helemaal geen mail gehad over,8,40,1,205,1.5556098217596995e-10,partial,other,668,overlapped,10248,0.642857142857143,0.875972305325242,4,9,0.666666666666667,2,100,69
408073,409459,spreker1 [v] (TIE0),nou dat 's wel echt heel mooi,/dutch2/DVA15Y,nou dat 's wel echt heel mooi,dutch,dutch2,1386,dutch-06-338-408073,talk,nou dat 's wel echt heel mooi,7,29,1,205,1.5556098217596995e-10,partial,other,-956,overlapped,11071,0.455785385240719,1.03593150556751,5,9,0.444444444444444,2,100,69
409029,411091,spreker2 [v] (TIE2),'t gesataniseerde*n hondenbezitters,/dutch2/DVA15Y,'t gesataniseerde*n hondenbezitters,dutch,dutch2,2062,dutch-06-339-409029,talk,'t gesataniseerde*n hondenbezitters,3,35,1,205,1.5556098217596995e-10,partial,other,-430,overlapped,12344,0.591218405703176,1.09734198595431,6,9,0.555555555555556,2,100,69
410912,411239,spreker1 [v] (TIE0),NA,/dutch2/DVA15Y,xxx,dutch,dutch2,327,dutch-06-340-410912,NA,NA,NA,NA,NA,NA,NA,partial,other,-179,NA,11522,0.466325290748134,1.12431693989071,7,9,0.555555555555556,2,NA,NA
411239,413323,spreker1 [v] (TIE0),iedere burger in 't in 'n stadsdeel,/dutch2/DVA15Y,iedere burger in 't in 'n stadsdeel,dutch,dutch2,2084,dutch-06-341-411239,talk,iedere burger in 't in 'n stadsdeel,7,35,1,205,1.5556098217596995e-10,NA,self,NA,NA,11955,0.623755750731911,1.19180540324993,6,9,0.666666666666667,2,100,69
413672,415351,spreker1 [v] (TIE0),die mag de uh 't stadsdeel opbellen,/dutch2/DVA15Y,die mag de uh 't stadsdeel opbellen,dutch,dutch2,1679,dutch-06-342-413672,talk,die mag de uh 't stadsdeel opbellen,7,35,1,205,1.5556098217596995e-10,NA,self,NA,NA,13180,0.658725341426404,1.13581523612547,6,9,0.666666666666667,2,100,69
415576,418141,spreker1 [v] (TIE0),als ie vindt dat er op 'n bepaald stukje geen honden mogen lopen,/dutch2/DVA15Y,als ie vindt dat er op 'n bepaald stukje geen honden mogen lopen,dutch,dutch2,2565,dutch-06-343-415576,talk,als ie vindt dat er op 'n bepaald stukje geen honden mogen lopen,13,64,1,205,1.5556098217596995e-10,NA,self,NA,NA,12899,0.651290797736259,1.11698995497056,5,9,0.666666666666667,2,100,69
418738,420619,spreker1 [v] (TIE0),en dan komt wethouder uh de wethouder uh,/dutch2/DVA15Y,en dan komt wethouder uh de wethouder uh,dutch,dutch2,1881,dutch-06-344-418738,talk,en dan komt wethouder uh de wethouder uh,8,40,1,205,1.5556098217596995e-10,NA,self,NA,NA,10598,0.805434987733535,0.914408973252804,1,6,0.833333333333333,2,100,69
420912,422411,spreker1 [v] (TIE0),van de liberale volkspartij,/dutch2/DVA15Y,van de liberale volkspartij,dutch,dutch2,1499,dutch-06-345-420912,talk,van de liberale volkspartij,4,27,1,205,1.5556098217596995e-10,NA,self,NA,NA,10035,1,0.872684581267936,0,6,1,1,100,69
422737,425037,spreker1 [v] (TIE0),die komt dan aangedraafd met 'n verbodsbord,/dutch2/DVA15Y,die komt dan aangedraafd met 'n verbodsbord,dutch,dutch2,2300,dutch-06-346-422737,talk,die komt dan aangedraafd met 'n verbodsbord,7,43,1,205,1.5556098217596995e-10,NA,self,NA,NA,9924,1,0.873207215134184,0,5,1,1,100,69
425318,426691,spreker1 [v] (TIE0),zo'n rond bord met op 't midden 'n,/dutch2/DVA15Y,zo'n rond bord met op 't midden 'n,dutch,dutch2,1373,dutch-06-347-425318,talk,zo'n rond bord met op 't midden 'n,8,34,1,205,1.5556098217596995e-10,NA,self,NA,NA,9618,1,0.86531713900135,0,5,1,1,100,69
426691,428576,spreker1 [v] (TIE0),meestal vreemd genoeg 'n poepende hond,/dutch2/DVA15Y,meestal vreemd genoeg 'n poepende hond,dutch,dutch2,1885,dutch-06-348-426691,talk,meestal vreemd genoeg 'n poepende hond,6,38,1,205,1.5556098217596995e-10,NA,self,NA,NA,8938,1,0.908517991461679,0,5,1,1,100,69
428576,429240,spreker1 [v] (TIE0),zodat ie denkt,/dutch2/DVA15Y,zodat ie denkt,dutch,dutch2,664,dutch-06-349-428576,talk,zodat ie denkt,3,14,1,205,1.5556098217596995e-10,NA,self,NA,NA,9602,1,0.914302037707103,0,6,1,1,100,69
429240,430086,spreker1 [v] (TIE0),dat 's eigenlijk wel vreemd,/dutch2/DVA15Y,dat 's eigenlijk wel vreemd,dutch,dutch2,846,dutch-06-350-429240,talk,dat 's eigenlijk wel vreemd,5,27,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,8567,1,0.933834750381513,0,6,1,1,100,69
429285,430175,spreker2 [v] (TIE2),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,890,dutch-06-351-429285,laugh,NA,NA,NA,NA,NA,NA,partial,other,45,overlapped,9457,0.0941101829332769,1.02094353881032,1,7,0.142857142857143,2,NA,NA
430086,432417,spreker1 [v] (TIE0),dat 'r dus wel honden mogen maar ze mogen d'r dan niet poepen,/dutch2/DVA15Y,dat 'r dus wel honden mogen maar ze mogen d'r dan niet poepen,dutch,dutch2,2331,dutch-06-352-430086,talk,dat 'r dus wel honden mogen maar ze mogen d'r dan niet poepen,13,61,1,205,1.5556098217596995e-10,partial,other,-89,overlapped,11788,0.924499491007805,1.02459800086919,2,8,0.875,2,100,69
431358,432822,spreker2 [v] (TIE2),maar ze mogen da*a niet poepen,/dutch2/DVA15Y,maar ze mogen da*a niet poepen,dutch,dutch2,1464,dutch-06-353-431358,talk,maar ze mogen da*a niet poepen,6,30,1,205,1.5556098217596995e-10,partial,other,-1059,NA,11753,0.200289287841402,1.16539414972732,3,8,0.25,2,100,69
432927,435857,spreker1 [v] (TIE0),dus dan zou je ook 'n zakje met kurken verwachten naast 't bord,/dutch2/DVA15Y,dus dan zou je ook 'n zakje met kurken verwachten naast 't bord,dutch,dutch2,2930,dutch-06-354-432927,talk,dus dan zou je ook 'n zakje met kurken verwachten naast 't bord,13,63,1,205,1.5556098217596995e-10,NA,other,105,NA,12383,0.809900670273762,1.1749691621596,4,8,0.75,2,100,69
435857,436646,spreker1 [v] (TIE0),maar die is 'r nooit bij,/dutch2/DVA15Y,maar die is 'r nooit bij,dutch,dutch2,789,dutch-06-355-435857,talk,maar die is 'r nooit bij,6,24,1,205,1.5556098217596995e-10,NA,self,NA,NA,11799,0.800491567081956,1.18523355097941,4,8,0.75,2,100,69
436795,437257,spreker1 [v] (TIE0),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,462,dutch-06-356-436795,laugh,NA,NA,NA,NA,NA,NA,NA,self,NA,overlapped,10376,0.773130300693909,1.19525400299505,4,8,0.75,2,NA,NA
436871,438395,spreker2 [v] (TIE2),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,1524,dutch-06-357-436871,laugh,NA,NA,NA,NA,NA,NA,partial,other,225,overlapped,11900,0.325882352941176,1.21193604236684,5,9,0.333333333333333,2,NA,NA
437514,440365,spreker1 [v] (TIE0),soms heb je ook borden met alleen maar hond dat er helemaal geen hond mag,/dutch2/DVA15Y,soms heb je ook borden met alleen maar hond dat er helemaal geen hond mag,dutch,dutch2,2851,dutch-06-358-437514,talk,soms heb je ook borden met alleen maar hond dat er helemaal geen hond mag,15,73,1,205,1.5556098217596995e-10,partial,other,-881,NA,14751,0.737102569317334,1.2512511663415,6,10,0.7,2,100,69
440365,441748,spreker1 [v] (TIE0),maar soms alleen geen poepende hond,/dutch2/DVA15Y,maar soms alleen geen poepende hond,dutch,dutch2,1383,dutch-06-359-440365,talk,maar soms alleen geen poepende hond,6,35,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,11403,0.737963693764799,1.09749759384023,3,7,0.714285714285714,2,100,69
440379,441147,spreker2 [v] (TIE2),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,768,dutch-06-360-440379,laugh,NA,NA,NA,NA,NA,NA,full,other,14,NA,12171,0.308602415578013,1.17141482194418,4,8,0.375,2,NA,NA
442176,442779,spreker2 [v] (TIE2),hum hum,/dutch2/DVA15Y,hum hum,dutch,dutch2,603,dutch-06-361-442176,talk,hum hum,2,7,98,115,1.5244976253245058e-8,NA,self_during_other,428,overlapped,11310,0.255968169761273,1.14799025578563,3,8,0.375,2,23,78
442439,444612,spreker1 [v] (TIE0),dus dan gaat ie één van die borden gaat ie daar gelijk vastmaken,/dutch2/DVA15Y,dus dan gaat ie één van die borden gaat ie daar gelijk vastmaken,dutch,dutch2,2173,dutch-06-362-442439,talk,dus dan gaat ie één van die borden gaat ie daar gelijk vastmaken,13,64,1,205,1.5556098217596995e-10,partial,other,-340,NA,13483,0.785285173922717,1.15387248609328,4,9,0.666666666666667,2,100,69
445065,446723,spreker1 [v] (TIE0),en dat vinden de hondenbezitters oneerlijk,/dutch2/DVA15Y,en dat vinden de hondenbezitters oneerlijk,dutch,dutch2,1658,dutch-06-363-445065,talk,en dat vinden de hondenbezitters oneerlijk,6,42,1,205,1.5556098217596995e-10,NA,self,NA,NA,12211,0.762918679878798,1.12378060003681,4,9,0.666666666666667,2,100,69
446882,448298,spreker1 [v] (TIE0),omdat dan de ene bevolkingsgroep,/dutch2/DVA15Y,omdat dan de ene bevolkingsgroep,dutch,dutch2,1416,dutch-06-364-446882,talk,omdat dan de ene bevolkingsgroep,5,32,1,205,1.5556098217596995e-10,NA,self,NA,NA,10852,0.873663840766679,1.0063056379822,2,7,0.714285714285714,2,100,69
448298,450219,spreker1 [v] (TIE0),de andere bevolkingsgroep kan sataniseren*n,/dutch2/DVA15Y,de andere bevolkingsgroep kan sataniseren*n,dutch,dutch2,1921,dutch-06-365-448298,talk,de andere bevolkingsgroep kan sataniseren*n,5,43,1,205,1.5556098217596995e-10,NA,self,NA,NA,9922,0.861822213263455,1.00690075096408,2,7,0.714285714285714,2,100,69
450314,451291,spreker2 [v] (TIE2),[laugh],/dutch2/DVA15Y,ggg,dutch,dutch2,977,dutch-06-366-450314,laugh,NA,NA,NA,NA,NA,NA,NA,other,95,NA,10899,0.215432608496192,0.997528830313015,3,8,0.375,2,NA,NA
451291,451829,spreker2 [v] (TIE2),ja,/dutch2/DVA15Y,ja,dutch,dutch2,538,dutch-06-367-451291,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,self,NA,overlapped,9286,0.228085289683394,0.961980731378846,2,7,0.428571428571429,2,10,100
451308,451912,spreker1 [v] (TIE0),hele lange brief,/dutch2/DVA15Y,hele lange brief,dutch,dutch2,604,dutch-06-368-451308,talk,hele lange brief,3,16,1,205,1.5556098217596995e-10,partial,other,17,NA,9890,0.785844287158746,1.0158175842235,3,8,0.625,2,100,69
451912,452669,spreker1 [v] (TIE0),anderhalf kantje,/dutch2/DVA15Y,anderhalf kantje,dutch,dutch2,757,dutch-06-369-451912,talk,anderhalf kantje,2,16,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,10647,0.801070724147647,1.01467645096731,3,9,0.666666666666667,2,100,69
452553,455473,spreker2 [v] (TIE2),nou ja jij bent de hele nacht uh wakker gehouden door allerlei katten,/dutch2/DVA15Y,nou ja jij bent de hele nacht uh wakker gehouden door allerlei katten,dutch,dutch2,2920,dutch-06-370-452553,talk,nou ja jij bent de hele nacht uh wakker gehouden door allerlei katten,13,69,1,205,1.5556098217596995e-10,partial,other,-116,NA,10791,0.410990640348439,1.03679861644889,3,8,0.375,2,100,69
455473,457161,spreker2 [v] (TIE2),dus uh ik vind dat uh,/dutch2/DVA15Y,dus uh ik vind dat uh,dutch,dutch2,1688,dutch-06-371-455473,talk,dus uh ik vind dat uh,6,21,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,10821,0.565844191849182,1.05272886467555,3,8,0.5,2,100,69
